epoch,accuracy,loss,val_accuracy,val_loss
0,0.10108333081007004,47.375736236572266,0.10100000351667404,48.21821212768555
0,0.5658084154129028,1.1267473697662354,0.7428285479545593,0.6829625368118286
0,0.5650161504745483,1.1215234994888306,0.7205637097358704,0.7432650327682495
0,0.5253622531890869,1.2299859523773193,0.7239826321601868,0.729495108127594
0,0.4748462438583374,1.3862426280975342,0.6871247291564941,0.8142378926277161
1,0.7220056056976318,0.7281575202941895,0.706971287727356,0.7493764758110046
2,0.7517147660255432,0.6443051695823669,0.7530853748321533,0.6403546929359436
3,0.7647868394851685,0.6106235980987549,0.7605903744697571,0.6169637441635132
4,0.7797977924346924,0.5716612339019775,0.7788525819778442,0.5799140930175781
5,0.7919316291809082,0.5430504083633423,0.7911107540130615,0.54891037940979
6,0.8038986921310425,0.5165942311286926,0.7922781705856323,0.5285749435424805
7,0.8134056329727173,0.494291216135025,0.8084556460380554,0.49572065472602844
8,0.821995198726654,0.472891241312027,0.8233822584152222,0.48169392347335815
9,0.8259981274604797,0.4618198275566101,0.8304703235626221,0.4719862937927246
10,0.8324820399284363,0.4496183693408966,0.8406437635421753,0.4348565638065338
11,0.8396747708320618,0.43381214141845703,0.8353902697563171,0.441230446100235
12,0.8405086994171143,0.4258982241153717,0.8431454300880432,0.4226112365722656
13,0.8435317277908325,0.4196935296058655,0.8345563411712646,0.4376039206981659
14,0.8448243737220764,0.41323229670524597,0.8323048949241638,0.44212302565574646
15,0.8484936952590942,0.40567484498023987,0.855570375919342,0.3926975131034851
16,0.8526216745376587,0.3932764232158661,0.8498165607452393,0.4068162441253662
17,0.8518503308296204,0.3943159282207489,0.8417277932167053,0.4135133922100067
18,0.8556447625160217,0.3867211639881134,0.8507338166236877,0.40601029992103577
19,0.8559366464614868,0.3816792964935303,0.8577384948730469,0.38622403144836426
20,0.8584592938423157,0.37490275502204895,0.8518179059028625,0.39539918303489685
21,0.8603982329368591,0.3748389184474945,0.8479819893836975,0.40817487239837646
22,0.8627332448959351,0.36750370264053345,0.8520680665969849,0.3918212056159973
23,0.863400399684906,0.3643184304237366,0.8518179059028625,0.39848577976226807
24,0.8656728863716125,0.3570207357406616,0.8515676856040955,0.39313414692878723
