epoch,accuracy,loss,val_accuracy,val_loss
0,0.10139583051204681,57.63164138793945,0.0989166647195816,26.47867774963379
0,0.11012499779462814,2.3032429218292236,0.1002499982714653,2.298640727996826
0,0.09802083671092987,48.747108459472656,0.10100000351667404,24.515426635742188
1,0.10168749839067459,41.2753791809082,0.09708333015441895,27.882171630859375
2,0.10056249797344208,44.20881652832031,0.10100000351667404,38.00835037231445
3,0.09808333218097687,39.78758239746094,0.10058332979679108,41.466941833496094
4,0.09883332997560501,40.98422622680664,0.10266666859388351,42.095237731933594
5,0.09827083349227905,40.36491012573242,0.10108333081007004,59.88431167602539
0,0.0989999994635582,2.3604159355163574,0.10100000351667404,2.3166701793670654
1,0.10100000351667404,2.342259168624878,0.10058332979679108,2.3295652866363525
2,0.1002499982714653,2.3381216526031494,0.09991666674613953,2.323593854904175
3,0.09814583510160446,2.350510835647583,0.1002499982714653,2.3666396141052246
4,0.10043749958276749,2.3408749103546143,0.1002499982714653,2.3343169689178467
5,0.09875000268220901,2.3379993438720703,0.09991666674613953,2.3575546741485596
0,0.3218958377838135,1.806879997253418,0.6410833597183228,0.9888615608215332
1,0.6679583191871643,0.8644983768463135,0.7143333554267883,0.7828485369682312
2,0.7150416374206543,0.7466312050819397,0.7327499985694885,0.7089329361915588
3,0.7348124980926514,0.6879754066467285,0.7438333630561829,0.6844326257705688
4,0.7534375190734863,0.6404560208320618,0.7590833306312561,0.6318406462669373
5,0.7630000114440918,0.6188165545463562,0.7577499747276306,0.625184953212738
6,0.7734583616256714,0.5946545004844666,0.7795833349227905,0.5927782654762268
7,0.7790416479110718,0.5789585709571838,0.7855833172798157,0.5742799639701843
8,0.7901874780654907,0.5523460507392883,0.7760833501815796,0.5754879713058472
9,0.7971041798591614,0.5381242036819458,0.8034999966621399,0.5380239486694336
10,0.8058750033378601,0.517325222492218,0.8120833039283752,0.5079966187477112
11,0.8118749856948853,0.5016726851463318,0.8005833625793457,0.5362735390663147
12,0.8167083263397217,0.48687228560447693,0.7957500219345093,0.5218493938446045
13,0.8231041431427002,0.47435858845710754,0.8176666498184204,0.4862716495990753
14,0.8255833387374878,0.4642113149166107,0.8380833268165588,0.4547213912010193
15,0.8331041932106018,0.4507427513599396,0.8292499780654907,0.45741862058639526
16,0.8340208530426025,0.4461812376976013,0.828416645526886,0.4620448052883148
17,0.8384791612625122,0.43442440032958984,0.8322499990463257,0.45554399490356445
18,0.8366458415985107,0.4363252818584442,0.8340833187103271,0.441404789686203
19,0.843375027179718,0.4232449233531952,0.8381666541099548,0.4292150139808655
20,0.8460208177566528,0.4164794087409973,0.8309999704360962,0.4590928256511688
21,0.8477708101272583,0.4115627408027649,0.8328333497047424,0.4407501518726349
22,0.8486666679382324,0.40727460384368896,0.8419166803359985,0.4229976534843445
23,0.8481666445732117,0.40495309233665466,0.8471666574478149,0.41865453124046326
24,0.8523749709129333,0.39578914642333984,0.8370833396911621,0.42659464478492737
25,0.8534374833106995,0.39247506856918335,0.846833348274231,0.4098657965660095
26,0.8549583554267883,0.38715386390686035,0.8525833487510681,0.39813244342803955
27,0.8574166893959045,0.3801758587360382,0.8487499952316284,0.39890241622924805
28,0.8602499961853027,0.37464016675949097,0.8582500219345093,0.3850334584712982
29,0.8593541383743286,0.37435421347618103,0.8525000214576721,0.3943368196487427
30,0.8581458330154419,0.37869954109191895,0.8644166588783264,0.37003210186958313
31,0.8608333468437195,0.36988040804862976,0.8554999828338623,0.3822474777698517
32,0.8646041750907898,0.3612382113933563,0.8616666793823242,0.37515294551849365
33,0.8645208477973938,0.36101508140563965,0.8618333339691162,0.37850040197372437
34,0.8658333420753479,0.35600635409355164,0.8601666688919067,0.3777065575122833
35,0.8677083253860474,0.35413891077041626,0.8665833473205566,0.36396366357803345
36,0.8663333058357239,0.35353222489356995,0.8669999837875366,0.36200493574142456
37,0.8697500228881836,0.34982091188430786,0.8588333129882812,0.38100743293762207
38,0.8692499995231628,0.34931159019470215,0.8599166870117188,0.37006285786628723
39,0.8686875104904175,0.348794162273407,0.8709166646003723,0.35448217391967773
40,0.8705416917800903,0.3451077938079834,0.859499990940094,0.37396472692489624
41,0.8723750114440918,0.3408142626285553,0.8667500019073486,0.3575395941734314
42,0.8742291927337646,0.3357596695423126,0.8682500123977661,0.3545711934566498
43,0.8744999766349792,0.33345937728881836,0.8648333549499512,0.3580394387245178
44,0.8746874928474426,0.33268216252326965,0.8679166436195374,0.35382983088493347
45,0.8763541579246521,0.33115971088409424,0.8680833578109741,0.3533291816711426
46,0.8785208463668823,0.3260268270969391,0.8579999804496765,0.3790375590324402
47,0.8744166493415833,0.33448660373687744,0.856333315372467,0.3856849670410156
48,0.8769791722297668,0.32737523317337036,0.8635833263397217,0.3667394518852234
49,0.8785208463668823,0.3229431211948395,0.8578333258628845,0.3700943887233734
0,0.45277082920074463,1.4129223823547363,0.6763333082199097,0.8649717569351196
1,0.7010625004768372,0.77450031042099,0.7304166555404663,0.7362040877342224
2,0.7417708039283752,0.6680932641029358,0.7494999766349792,0.6598288416862488
3,0.7589583396911621,0.6250312924385071,0.7676666378974915,0.6029131412506104
4,0.7716875076293945,0.5910329818725586,0.7673333287239075,0.5909725427627563
5,0.7835208177566528,0.5628101229667664,0.7974166870117188,0.5407050251960754
6,0.7943333387374878,0.5367088913917542,0.797249972820282,0.5237422585487366
7,0.8041458129882812,0.5143746137619019,0.8140000104904175,0.49441438913345337
8,0.8120625019073486,0.4944581389427185,0.7919166684150696,0.5413388013839722
9,0.8218333125114441,0.47141993045806885,0.8326666951179504,0.4528161287307739
10,0.8263750076293945,0.45992040634155273,0.8318333625793457,0.4526022970676422
11,0.8290416598320007,0.4555791914463043,0.825166642665863,0.4678187668323517
12,0.8331041932106018,0.44446736574172974,0.8445833325386047,0.41899752616882324
13,0.8366875052452087,0.4305604100227356,0.8387500047683716,0.4257359206676483
14,0.8388124704360962,0.42733117938041687,0.8360833525657654,0.42720580101013184
15,0.840499997138977,0.419676810503006,0.8507500290870667,0.396391898393631
16,0.8451666831970215,0.4108000099658966,0.8324166536331177,0.4283547103404999
17,0.8479791879653931,0.4063304364681244,0.8475000262260437,0.41279956698417664
18,0.8487291932106018,0.4020920693874359,0.846916675567627,0.4000183939933777
19,0.8489999771118164,0.39849716424942017,0.8335833549499512,0.4422036111354828
20,0.8523333072662354,0.38973018527030945,0.8511666655540466,0.3956245183944702
21,0.8541666865348816,0.38482317328453064,0.8557500243186951,0.3888489902019501
22,0.856291651725769,0.38215717673301697,0.8529166579246521,0.39779961109161377
23,0.8585416674613953,0.3739190995693207,0.8536666631698608,0.3857228457927704
24,0.8600833415985107,0.3716982305049896,0.8565000295639038,0.3757243752479553
25,0.8601250052452087,0.37107154726982117,0.8605833053588867,0.37565580010414124
26,0.862458348274231,0.3650212287902832,0.8535000085830688,0.3819119334220886
27,0.864062488079071,0.36303195357322693,0.8690000176429749,0.3554351031780243
28,0.8648541569709778,0.3585243225097656,0.8584166765213013,0.3781440556049347
29,0.8655208349227905,0.3570491075515747,0.8712499737739563,0.35120296478271484
30,0.8669583201408386,0.3523094058036804,0.862416684627533,0.365349680185318
